chemin_fichier,nom_fichier,page,annee,type_document_source,type_piece,fournisseur,date_document,numero_document,montant_ttc,devise,categorie_depense,type_flux,a_exclure,a_conserver,est_depense,motif_exclusion,statut_extraction_metier,doublon_detecte,motif_doublon,probleme,qualite_data,score_fiabilite
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/5-COMPTA MAI/SARL/Facture_EDF_10171849098.pdf,Facture_EDF_10171849098.pdf,,2023,facture,facture,EDF,2023-04-29,10171849098,96.89,EUR,energie,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/5-COMPTA MAI/SARL/invoice (2).pdf,invoice (2).pdf,,2023,facture,facture,AMAZON,2023-04-13,LU20260743,195.99,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/5-COMPTA MAI/SARL/invoice (3).pdf,invoice (3).pdf,,2023,facture,facture,AMAZON,2023-04-13,LU20260743,42.57,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/5-COMPTA MAI/SARL/invoice (4).pdf,invoice (4).pdf,,2023,facture,facture,AMAZON,2023-04-13,LU20260743,502.0,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/5-COMPTA MAI/SARL/invoice (5).pdf,invoice (5).pdf,,2023,facture,facture,AMAZON,2023-04-13,LU20260743,399.0,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/4- COMPTA AVRIL/SARL/invoice.pdf,invoice.pdf,,2023,facture,facture,FNAC DIRECT,2023-04-04,FR93377853536,1.199,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/AUTRES FACTURES peut etre en doublon/Facture_Free_202305_30016190_1198457193.pdf,Facture_Free_202305_30016190_1198457193.pdf,,2023,facture,facture,FREE,2023-04-03,1198457193,39.99,EUR,telecom,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/AUTRES FACTURES peut etre en doublon/Facture_Free_202304_11604455_1190607503.pdf,Facture_Free_202304_11604455_1190607503.pdf,,2023,facture,facture,FREE,2023-04-02,1190607503,32.98,EUR,telecom,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/4- COMPTA AVRIL/SARL/20230329_100407_27865397_2b25f21f-1317-417a-86f.pdf,20230329_100407_27865397_2b25f21f-1317-417a-86f.pdf,,2023,facture,facture,FOXWAY,2023-03-29,EE101813057,678.0,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/1 - JAN _ MARS -  2023/SARL/FACTURE FOURNISSEURS/3- COMPTA MARS/SARL/Facture_2023030002.pdf,Facture_2023030002.pdf,,2023,facture,facture,COM INTO BLOSSOM,2023-03-28,2023030002,245.0,EUR,prestations,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/1 - JAN _ MARS -  2023/SARL/FACTURE FOURNISSEURS/3- COMPTA MARS/SARL/INV193417662.pdf,INV193417662.pdf,,2023,facture,recu,ZOOM,2023-03-17,Payment,27.35,EUR,logiciels_abonnements,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2024 COMPTA/FACTURES FOURNISSEURS/03 - COMPTA FOURNISSEURS  MARS/FACTURE-Studio87-03-2024-264.pdf,FACTURE-Studio87-03-2024-264.pdf,,2024,facture,facture,STUDIO87,2023-03-12,,735.0,EUR,prestations,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/1 - JAN _ MARS -  2023/SARL/FACTURE FOURNISSEURS/3- COMPTA MARS/SARL/Invoice_FA20230616.pdf,Invoice_FA20230616.pdf,,2023,facture,facture,MICROLOGIK,2023-03-06,FA20230616,40.0,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/1 - JAN _ MARS -  2023/SARL/FACTURE FOURNISSEURS/3- COMPTA MARS/SARL/Facture_Free_202303_11604455_1183474391.pdf,Facture_Free_202303_11604455_1183474391.pdf,,2023,facture,facture,FREE,2023-03-02,1183474391,32.98,EUR,telecom,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/1 - JAN _ MARS -  2023/SARL/FACTURE FOURNISSEURS/3- COMPTA MARS/SARL/Facture_EDF_10167711043.pdf,Facture_EDF_10167711043.pdf,,2023,facture,facture,EDF,2023-03-01,10167711043,108.66,EUR,energie,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/AUTRES FACTURES peut etre en doublon/Facture_Free_202304_30016190_1191312440.pdf,Facture_Free_202304_30016190_1191312440.pdf,,2023,facture,facture,FREE,2023-03-01,1191312440,39.99,EUR,telecom,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/1 - JAN _ MARS -  2023/SARL/FACTURE FOURNISSEURS/3- COMPTA MARS/SARL/facture-activmedia-pellegrin-enrick-fevrier-202.pdf,facture-activmedia-pellegrin-enrick-fevrier-202.pdf,,2023,facture,facture,PE CONSULTANT SEO,2023-03-01,23-03-2,150.0,EUR,prestations,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/1 - JAN _ MARS -  2023/SARL/FACTURE FOURNISSEURS/3- COMPTA MARS/SARL/FACAZ-147.pdf,FACAZ-147.pdf,,2023,facture,facture,MICROSOFT,2023-02-28,FACAZ-147,1.0,EUR,logiciels_abonnements,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/1 - JAN _ MARS -  2023/SARL/FACTURE FOURNISSEURS/2- COMPTA FEVRIER/SARL/bazar.pdf,bazar.pdf,,2023,facture,recu,BAZAR,2023-02-27,FR11809850316,14.5,EUR,prestations,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/1 - JAN _ MARS -  2023/SARL/FACTURE FOURNISSEURS/3- COMPTA MARS/SARL/JMBFR_Fac_22883801.pdf,JMBFR_Fac_22883801.pdf,,2023,facture,facture,JMBFR,2023-02-10,FR92495206690,130.72,EUR,telecom,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/5-COMPTA MAI/SARL/invoice (6).pdf,invoice (6).pdf,,2023,facture,facture,AMAZON,2023-02-09,LU20260743,3.27,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/5-COMPTA MAI/SARL/invoice (7).pdf,invoice (7).pdf,,2023,facture,facture,AMAZON,2023-02-09,LU20260743,161.77,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/5-COMPTA MAI/SARL/invoice (8).pdf,invoice (8).pdf,,2023,facture,facture,AMAZON,2023-02-09,LU20260743,21.49,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/1 - JAN _ MARS -  2023/SARL/FACTURE FOURNISSEURS/3- COMPTA MARS/SARL/Facture_Free_202302_11604455_1176373268.pdf,Facture_Free_202302_11604455_1176373268.pdf,,2023,facture,facture,FREE,2023-02-02,1176373268,32.98,EUR,telecom,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/1 - JAN _ MARS -  2023/SARL/FACTURE FOURNISSEURS/3- COMPTA MARS/SARL/Facture_Free_202303_30016190_1184167522.pdf,Facture_Free_202303_30016190_1184167522.pdf,,2023,facture,facture,FREE,2023-02-01,1184167522,39.99,EUR,telecom,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/5-COMPTA MAI/SARL/invoice (10).pdf,invoice (10).pdf,,2023,facture,facture,AMAZON,2023-01-30,LU20260743,50.38,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/5-COMPTA MAI/SARL/invoice (9).pdf,invoice (9).pdf,,2023,facture,facture,AMAZON,2023-01-30,FR34533606869,136.5,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/1 - JAN _ MARS -  2023/SARL/FACTURE FOURNISSEURS/1- COMPTA JANVIER/SARL/Facture_EDF_10166012281.pdf,Facture_EDF_10166012281.pdf,,2023,facture,facture,EDF,2023-01-29,10166012281,73.62,EUR,energie,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/1 - JAN _ MARS -  2023/SARL/FACTURE FOURNISSEURS/3- COMPTA MARS/SARL/FACAZ-138.pdf,FACAZ-138.pdf,,2023,facture,facture,FACAZ,2023-01-26,FACAZ-138,420.0,EUR,prestations,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/1 - JAN _ MARS -  2023/SARL/FACTURE FOURNISSEURS/3- COMPTA MARS/SARL/INV185380596.pdf,INV185380596.pdf,,2023,facture,recu,ZOOM,2023-01-23,Payment,8.52,EUR,logiciels_abonnements,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/1 - JAN _ MARS -  2023/SARL/FACTURE FOURNISSEURS/1- COMPTA JANVIER/SARL/Adobe_Transaction_No_2353424171_20230110.pdf,Adobe_Transaction_No_2353424171_20230110.pdf,1.0,2023,facture,facture,ADOBE,2023-01-10,10-JAN-2023,34.99,EUR,logiciels_abonnements,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/1 - JAN _ MARS -  2023/SARL/FACTURE FOURNISSEURS/3- COMPTA MARS/SARL/Invoice_7080153344_INVOICE.pdf,Invoice_7080153344_INVOICE.pdf,1.0,2023,facture,facture,FNAC DIRECT,2023-01-10,10-JAN-2023,34.99,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/Autres facture non envoyées/187784956_338259329.pdf,187784956_338259329.pdf,,2023,facture,recu,NESPRESSO,2023-01-07,Facture,40.4,EUR,restauration,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/1 - JAN _ MARS -  2023/SARL/FACTURE FOURNISSEURS/3- COMPTA MARS/SARL/Facture_Free_202301_11604455_1169232793.pdf,Facture_Free_202301_11604455_1169232793.pdf,,2023,facture,facture,FREE,2023-01-02,1169232793,32.98,EUR,telecom,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/1 - JAN _ MARS -  2023/SARL/FACTURE FOURNISSEURS/3- COMPTA MARS/SARL/Facture_Free_202302_30016190_1177057921.pdf,Facture_Free_202302_30016190_1177057921.pdf,,2023,facture,facture,FREE,2023-01-02,1177057921,39.99,EUR,telecom,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/1 - JAN _ MARS -  2023/SARL/FACTURE FOURNISSEURS/3- COMPTA MARS/SARL/Facture_Free_202301_30016190_1169903201.pdf,Facture_Free_202301_30016190_1169903201.pdf,,2023,facture,facture,FREE,2022-12-01,1169903201,46.82,EUR,telecom,depense,False,True,True,,ok,False,,,OK,100
