chemin_fichier,nom_fichier,page,annee,type_document_source,type_piece,fournisseur,date_document,numero_document,montant_ttc,devise,categorie_depense,type_flux,a_exclure,a_conserver,est_depense,motif_exclusion,statut_extraction_metier,doublon_detecte,motif_doublon,probleme,qualite_data,score_fiabilite
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2024 COMPTA/FACTURES FOURNISSEURS/05 - COMPTA FOURNISSEURS MAI/microsoft 2024 82023483228.pdf,microsoft 2024 82023483228.pdf,,2024,facture,facture,MICROSOFT,2024-02-05,FR00419423728,99.0,EUR,logiciels_abonnements,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2024 COMPTA/FACTURES FOURNISSEURS/01 - COMPTA FOURNISSEURS JANVIER/2024-01-31 09_43_39 - Justificatif 40131-LEVMV.pdf,2024-01-31 09_43_39 - Justificatif 40131-LEVMV.pdf,,2024,facture,facture,JUSTIFICATIF LEVMV,2024-01-31,FR69338885718,3.37,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2024 COMPTA/FACTURES FOURNISSEURS/01 - COMPTA FOURNISSEURS JANVIER/Facture_EDF_10192010203.pdf,Facture_EDF_10192010203.pdf,,2024,facture,facture,EDF,2024-01-29,10192010203,105.7,EUR,energie,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2024 COMPTA/FACTURES FOURNISSEURS/01 - COMPTA FOURNISSEURS JANVIER/Facture_geurin rositsa.pdf,Facture_geurin rositsa.pdf,,2024,facture,facture,COM INTO BLOSSOM,2024-01-24,2024010003,490.0,EUR,prestations,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2024 COMPTA/FACTURES FOURNISSEURS/Doublons possibles _ AUTRES FOURNISSEURS _ ABONNEMENTS/Unknown.pdf,Unknown.pdf,,2024,facture,facture,EDF,2024-01-18,23810915566,11.54,EUR,energie,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2024 COMPTA/FACTURES FOURNISSEURS/01 - COMPTA FOURNISSEURS JANVIER/058c48ff-2f1f-494f-98cf-30d7fb8b7a88.pdf,058c48ff-2f1f-494f-98cf-30d7fb8b7a88.pdf,,2024,facture,facture,EDF,2024-01-16,26310450537,339.81,EUR,energie,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2024 COMPTA/FACTURES FOURNISSEURS/01 - COMPTA FOURNISSEURS JANVIER/UA08773384.pdf,UA08773384.pdf,,2024,facture,facture,APPLE,2024-01-16,UA08773384,579.0,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2024 COMPTA/FACTURES FOURNISSEURS/01 - COMPTA FOURNISSEURS JANVIER/UA08796307.pdf,UA08796307.pdf,,2024,facture,facture,APPLE,2024-01-16,UA08796307,85.0,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2024 COMPTA/FACTURES FOURNISSEURS/01 - COMPTA FOURNISSEURS JANVIER/Facture_NIKOLOVARositsa.pdf,Facture_NIKOLOVARositsa.pdf,,2024,facture,facture,COM INTO BLOSSOM,2024-01-15,2024010002,588.0,EUR,prestations,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/12-COMPTA DECEMBRE/SARL/invoice.pdf,invoice.pdf,,2023,facture,facture,FNAC DIRECT,2023-12-21,LU20260743,135.65,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/12-COMPTA DECEMBRE/SARL/FACAZ-192.pdf,FACAZ-192.pdf,,2023,facture,facture,MICROSOFT,2023-12-20,FACAZ-192,1.0,EUR,logiciels_abonnements,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/12-COMPTA DECEMBRE/SARL/FACTURE-Studio87-12-2023-262.pdf,FACTURE-Studio87-12-2023-262.pdf,,2023,facture,facture,STUDIO87,2023-12-19,,1470.0,EUR,prestations,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/11-COMPTA NOVEMRE/SARL/TMB_Facture_Dec-2023_OP2023-12-08TMB.pdf,TMB_Facture_Dec-2023_OP2023-12-08TMB.pdf,,2023,facture,facture,TMB DEC TMB,2023-12-01,FR20843572272,300.0,EUR,prestations,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/12-COMPTA DECEMBRE/SARL/invoice (1).pdf,invoice (1).pdf,,2023,facture,facture,AMAZON,2023-12-01,LU20260743,24.51,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/11-COMPTA NOVEMRE/SARL/facture.pdf,facture.pdf,,2023,facture,facture,IKEA,2023-11-25,2023-11-007938,24.99,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/12-COMPTA DECEMBRE/SARL/invoice (5).pdf,invoice (5).pdf,,2023,facture,facture,AMAZON,2023-11-24,LU19647148,15.99,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/12-COMPTA DECEMBRE/SARL/invoice (3).pdf,invoice (3).pdf,,2023,facture,facture,AMAZON,2023-11-22,LU20260743,59.99,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/12-COMPTA DECEMBRE/SARL/invoice (4).pdf,invoice (4).pdf,,2023,facture,facture,AMAZON,2023-11-22,LU20260743,66.98,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/11-COMPTA NOVEMRE/SARL/invoice0.pdf,invoice0.pdf,,2023,facture,facture,AMAZON,2023-11-22,LU20260743,221.0,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/11-COMPTA NOVEMRE/SARL/JOMODMQJS.pdf,JOMODMQJS.pdf,,2023,facture,facture,JOMODMQJS,2023-11-21,FR43842061343,236.0,EUR,telecom,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/11-COMPTA NOVEMRE/SARL/FACTURE  N° 2023 009 vitre activ media.pdf,FACTURE  N° 2023 009 vitre activ media.pdf,,2023,facture,facture,VITRE ACTIV MEDIA,2023-11-20,2023-009,250.0,EUR,travaux,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/11-COMPTA NOVEMRE/SARL/facture23763808.pdf,facture23763808.pdf,,2023,facture,facture,ICASQUE,2023-11-15,IC121854501,29.7,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/11-COMPTA NOVEMRE/SARL/Facture-6717.pdf,Facture-6717.pdf,,2023,facture,facture,APSI,2023-11-07,6717,52.13,EUR,assurance,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/11-COMPTA NOVEMRE/SARL/FACTURE-Studio87-11-2023-264.pdf,FACTURE-Studio87-11-2023-264.pdf,,2023,facture,facture,STUDIO87,2023-11-06,,980.0,EUR,prestations,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/11-COMPTA NOVEMRE/SARL/facture23762126.pdf,facture23762126.pdf,,2023,facture,facture,ICASQUE,2023-11-04,IC121585701,65.0,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2025 COMPTA/Dernieres factures 2025/GCFRD0011359686.pdf,GCFRD0011359686.pdf,,2025,facture,facture,GOOGLE,2023-10-31,GCFRD0011359686,35.69,EUR,logiciels_abonnements,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/11-COMPTA NOVEMRE/SARL/Google ads.pdf,Google ads.pdf,,2023,facture,facture,GOOGLE,2023-10-31,,2838.68,EUR,logiciels_abonnements,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/10-COMPTA OCTOBRE/SARL/Darty  - Votre ticket de carte bancaire.pdf,Darty  - Votre ticket de carte bancaire.pdf,,2023,facture,facture,GOOGLE,2023-10-26,,141.0,EUR,logiciels_abonnements,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/10-COMPTA OCTOBRE/SARL/facture_23640.pdf,facture_23640.pdf,,2023,facture,facture,A WORLD FOR US,2023-10-18,Digiforma-2023-23640,2158.8,EUR,logiciels_abonnements,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/10-COMPTA OCTOBRE/SARL/invoice2023-10-17_07-51-21.pdf,invoice2023-10-17_07-51-21.pdf,,2023,facture,facture,MABEX,2023-10-17,6000304521,154.0,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/10-COMPTA OCTOBRE/SARL/FACTURE-Studio87-11-2023-262.pdf,FACTURE-Studio87-11-2023-262.pdf,,2023,facture,facture,STUDIO87,2023-10-11,,2190.0,EUR,prestations,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/10-COMPTA OCTOBRE/SARL/FACTURE-Studio87-11-2023-263.pdf,FACTURE-Studio87-11-2023-263.pdf,,2023,facture,facture,STUDIO87,2023-10-11,,438.0,EUR,prestations,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/9-COMPTA SEPTEMBRE/SARL/2023_09_30_récapitulatif_et_factures_109445110.pdf,2023_09_30_récapitulatif_et_factures_109445110.pdf,,2023,facture,facture,RÉCAPITULATIF FACTURES,2023-10-02,Date,55.98,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/3 - JUILLET _ SEPT  2023/SARL/FACTURE FOURNISSEURS/9-COMPTA SEPTEMBRE/SARL/ActivAJ_Facture_Sept-2023_OP2023-09-01AAJ.pdf,ActivAJ_Facture_Sept-2023_OP2023-09-01AAJ.pdf,,2023,facture,facture,ACTIVAJ,2023-09-21,FR20843572272,1110.0,EUR,prestations,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/3 - JUILLET _ SEPT  2023/SARL/FACTURE FOURNISSEURS/9-COMPTA SEPTEMBRE/SARL/F2300203.pdf,F2300203.pdf,,2023,facture,facture,ARNAUD DEGRAVE,2023-09-19,,250.0,EUR,prestations,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/3 - JUILLET _ SEPT  2023/SARL/FACTURE FOURNISSEURS/9-COMPTA SEPTEMBRE/SARL/FACTURE PONS JEAN.pdf,FACTURE PONS JEAN.pdf,,2023,facture,recu,PONS JEAN,2023-09-09,F104002989,75.98,EUR,travaux,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/3 - JUILLET _ SEPT  2023/SARL/FACTURE FOURNISSEURS/9-COMPTA SEPTEMBRE/SARL/Facture_Free_202309_11604455_1226472293.pdf,Facture_Free_202309_11604455_1226472293.pdf,,2023,facture,facture,FREE,2023-09-02,11604455,32.98,EUR,telecom,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/3 - JUILLET _ SEPT  2023/SARL/FACTURE FOURNISSEURS/9-COMPTA SEPTEMBRE/SARL/TMB_Facture_Sept-Oct-Nov-2023_OP2023-09-07TMB.pdf,TMB_Facture_Sept-Oct-Nov-2023_OP2023-09-07TMB.pdf,,2023,facture,facture,TMB SEPT OCT,2023-09-01,FR20843572272,900.0,EUR,prestations,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/Autres facture non envoyées/194064754_387151445.pdf,194064754_387151445.pdf,,2023,facture,recu,NESPRESSO,2023-08-26,Facture,35.2,EUR,restauration,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/8-COMPTA AOUT/SARL/Facture 2023-08-24-001-ACTIVMEDIA.pdf,Facture 2023-08-24-001-ACTIVMEDIA.pdf,,2023,facture,facture,FREE,2023-08-24,2023-08-24-001-ACTIVMEDIA,50.0,EUR,telecom,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2024 COMPTA/## Dernieres factures /ADOBE ANNUEL/Invoice_7162318129_INVOICE (1).pdf,Invoice_7162318129_INVOICE (1).pdf,6.0,2024,facture,facture,ADOBE,2023-08-10,10-JAN-2024,34.99,EUR,logiciels_abonnements,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/3 - JUILLET _ SEPT  2023/SARL/FACTURE FOURNISSEURS/9-COMPTA SEPTEMBRE/SARL/Invoice_7118086123_INVOICE.pdf,Invoice_7118086123_INVOICE.pdf,1.0,2023,facture,facture,FNAC DIRECT,2023-08-09,10-JUL-2023,34.99,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/3 - JUILLET _ SEPT  2023/SARL/FACTURE FOURNISSEURS/8-COMPTA AOUT/SARL/Facture_Free_202308_11604455_1219237392.pdf,Facture_Free_202308_11604455_1219237392.pdf,,2023,facture,facture,FREE,2023-08-02,1219237392,32.98,EUR,telecom,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/8-COMPTA AOUT/SARL/Facture_1802.pdf,Facture_1802.pdf,,2023,facture,facture,LAB,2023-08-01,1802,2126.78,EUR,travaux,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/3 - JUILLET _ SEPT  2023/SARL/FACTURE FOURNISSEURS/7-COMPTA JUILLET/SARL/Coque pour Xiaomi.pdf,Coque pour Xiaomi.pdf,,2023,facture,facture,XIAOMI,2023-07-21,LU19647148,16.89,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/3 - JUILLET _ SEPT  2023/SARL/FACTURE FOURNISSEURS/7-COMPTA JUILLET/SARL/ASUS Vivobook Pro 17.pdf,ASUS Vivobook Pro 17.pdf,,2023,facture,facture,AMAZON,2023-07-18,LU20260743,1199.99,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/3 - JUILLET _ SEPT  2023/SARL/FACTURE FOURNISSEURS/7-COMPTA JUILLET/SARL/Bagasin Housse pour Ordinateur Portable.pdf,Bagasin Housse pour Ordinateur Portable.pdf,,2023,facture,facture,AMAZON,2023-07-18,FR43918003807,18.99,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/3 - JUILLET _ SEPT  2023/SARL/FACTURE FOURNISSEURS/7-COMPTA JUILLET/SARL/JBL Wave Buds.pdf,JBL Wave Buds.pdf,,2023,facture,recu,AMAZON,2023-07-18,LU20260743,56.99,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/3 - JUILLET _ SEPT  2023/SARL/FACTURE FOURNISSEURS/7-COMPTA JUILLET/SARL/MSI Crosshair 15.pdf,MSI Crosshair 15.pdf,,2023,facture,facture,AMAZON,2023-07-18,LU20260743,979.99,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/3 - JUILLET _ SEPT  2023/SARL/FACTURE FOURNISSEURS/7-COMPTA JUILLET/SARL/Samsung Barre de Son HW-B650 -.pdf,Samsung Barre de Son HW-B650 -.pdf,,2023,facture,facture,AMAZON,2023-07-18,LU20260743,189.99,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/3 - JUILLET _ SEPT  2023/SARL/FACTURE FOURNISSEURS/7-COMPTA JUILLET/SARL/Xiaomi Pad 5.pdf,Xiaomi Pad 5.pdf,,2023,facture,facture,XIAOMI,2023-07-18,FR81913165783,671.9,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/3 - JUILLET _ SEPT  2023/SARL/FACTURE FOURNISSEURS/7-COMPTA JUILLET/SARL/FACTURE-Studio87-07-2023-258.pdf,FACTURE-Studio87-07-2023-258.pdf,,2023,facture,facture,STUDIO87,2023-07-11,,735.0,EUR,prestations,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/3 - JUILLET _ SEPT  2023/SARL/FACTURE FOURNISSEURS/8-COMPTA AOUT/SARL/Facture_Free_202308_30016190_1219977089.pdf,Facture_Free_202308_30016190_1219977089.pdf,,2023,facture,facture,FREE,2023-07-03,1219977089,39.99,EUR,telecom,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/3 - JUILLET _ SEPT  2023/SARL/FACTURE FOURNISSEURS/7-COMPTA JUILLET/SARL/Facture_Free_202307_11604455_1212076170.pdf,Facture_Free_202307_11604455_1212076170.pdf,,2023,facture,facture,FREE,2023-07-02,1212076170,32.98,EUR,telecom,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/AUTRES FACTURES peut etre en doublon/eDF_Facture_20230718_105929.pdf,eDF_Facture_20230718_105929.pdf,,2023,facture,facture,EDF,2023-06-29,10176235559,97.56,EUR,energie,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/6-COMPTA JUIN/SARL/facture_delavenne_fc23_034.pdf,facture_delavenne_fc23_034.pdf,,2023,facture,facture,DELAVENNE,2023-06-21,FC23-034,180.0,EUR,prestations,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/6-COMPTA JUIN/SARL/Facture_2023060001.pdf,Facture_2023060001.pdf,,2023,facture,facture,COM INTO BLOSSOM,2023-06-20,2023060001,490.0,EUR,prestations,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/6-COMPTA JUIN/SARL/Adobe_Transaction_No_2473168340_20230610.pdf,Adobe_Transaction_No_2473168340_20230610.pdf,1.0,2023,facture,facture,ADOBE,2023-06-10,10-JUN-2023,34.99,EUR,logiciels_abonnements,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/AUTRES FACTURES peut etre en doublon/Facture_Free_202306_11604455_1204905437.pdf,Facture_Free_202306_11604455_1204905437.pdf,,2023,facture,facture,FREE,2023-06-02,1204905437,32.98,EUR,telecom,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/3 - JUILLET _ SEPT  2023/SARL/FACTURE FOURNISSEURS/7-COMPTA JUILLET/SARL/Facture_Free_202307_30016190_1212808061.pdf,Facture_Free_202307_30016190_1212808061.pdf,,2023,facture,facture,FREE,2023-06-02,1212808061,44.41,EUR,telecom,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/AUTRES FACTURES peut etre en doublon/eDF_Facture_20230718_105925.pdf,eDF_Facture_20230718_105925.pdf,,2023,facture,facture,EDF,2023-05-29,10174058077,84.02,EUR,energie,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/5-COMPTA MAI/SARL/Facture_2023050002.pdf,Facture_2023050002.pdf,,2023,facture,facture,COM INTO BLOSSOM,2023-05-22,2023050002,490.0,EUR,prestations,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/AUTRES FACTURES peut etre en doublon/INV202456476.pdf,INV202456476.pdf,,2023,facture,recu,ZOOM,2023-05-17,Payment,28.55,EUR,logiciels_abonnements,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/5-COMPTA MAI/SARL/invoice (1).pdf,invoice (1).pdf,,2023,facture,facture,AMAZON,2023-05-16,DE190622868,291.68,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/5-COMPTA MAI/SARL/invoice.pdf,invoice.pdf,,2023,facture,facture,FNAC DIRECT,2023-05-16,LU20260743,187.0,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/Autres facture non envoyées/191352889_364774956.pdf,191352889_364774956.pdf,,2023,facture,recu,NESPRESSO,2023-05-13,Facture,26.4,EUR,restauration,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/5-COMPTA MAI/SARL/Adobe_Transaction_No_2449467676_20230510.pdf,Adobe_Transaction_No_2449467676_20230510.pdf,1.0,2023,facture,facture,ADOBE,2023-05-10,10-MAI-2023,34.99,EUR,logiciels_abonnements,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/8-COMPTA AOUT/SARL/Reçu de voyage Airbnb RCDDF8CBXE.pdf,Reçu de voyage Airbnb RCDDF8CBXE.pdf,,2023,facture,recu,AIRBNB,2023-05-09,,865.36,EUR,prestations,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/AUTRES FACTURES peut etre en doublon/Facture_Free_202305_11604455_1197744137.pdf,Facture_Free_202305_11604455_1197744137.pdf,,2023,facture,facture,FREE,2023-05-02,1197744137,32.98,EUR,telecom,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/AUTRES FACTURES peut etre en doublon/Facture_Free_202306_30016190_1205629289.pdf,Facture_Free_202306_30016190_1205629289.pdf,,2023,facture,facture,FREE,2023-05-02,1205629289,39.99,EUR,telecom,depense,False,True,True,,ok,False,,,OK,100
/Users/loulou/Desktop/Stage/FACTURES FOURNISSEURS _ CLIENTS/2023 COMPTA/_RECAP COMPTA 2023/2 - AVRIL _ JUIN  2023/SARL/FACTURE FOURNISSEURS/5-COMPTA MAI/SARL/00001440811 (4).pdf,00001440811 (4).pdf,,2023,facture,facture,JIMMY FAIRLY,2023-04-29,FR44422427,133.2,EUR,materiel_achats,depense,False,True,True,,ok,False,,,OK,100
